@RELATION user-attraction

@ATTRIBUTE user NUMERIC
@ATTRIBUTE item NUMERIC
@ATTRIBUTE rating NUMERIC
@ATTRIBUTE time NUMERIC
@ATTRIBUTE season NUMERIC

@DATA
83084459,7900619,4,20150206085856,02
43974402,7900619,5,20150119103349,01
66944167,7900619,5,20150118150311,01
50257914,7900619,4,20141229110439,12
89513539,7900619,5,20141224104349,12
82680859,7900619,5,20141201135918,12
82034884,7900619,5,20141130195423,11
60398453,7900619,5,20141125131501,11
65035792,7900619,5,20141109152208,11
36663779,7900619,4,20141031000150,10
71722033,7900619,5,20141024200954,10
39164466,7900619,4,20140925122052,09
66716514,882154,2,20151105213613,11
66441144,882154,3,20151028112608,10
91461705,882154,5,20151022210005,10
17459344,882154,5,20151016163420,10
72261354,882154,5,20151015115402,10
59682099,882154,4,20150929173004,09
17460966,882154,4,20150922130309,09
57727670,882154,4,20150913095410,09
64005679,882154,3,20150829185656,08
5556565,882154,5,20150827142426,08
39845602,882154,3,20150826102336,08
55202325,882154,5,20150822102250,08
84365595,882154,5,20150821085815,08
43992553,882154,3,20150817221507,08
74308733,882154,5,20150812185855,08
64557049,7900619,4,20150906090657,09
32027439,7900619,3,20150902222937,09
90475469,7900619,4,20150828102211,08
70185211,7900619,5,20150826075142,08
78539843,7900619,4,20150819101952,08
58181166,7900619,3,20150813113039,08
13002777,7900619,4,20150811125312,08
5128290,7900619,5,20150809180311,08
87842863,7900619,3,20150808141203,08
44964196,7900619,4,20150725081126,07
48422064,7900619,4,20150713150858,07
71983294,7900619,4,20150711103938,07
5148411,7900619,4,20150617132434,06
532842,7900619,5,20150612125219,06
39377816,7900619,3,20150605141751,06
94059532,5438654,5,20170615233141,06
89811568,5438654,4,20160907101139,09
70833090,5438654,5,20160522113454,05
92056148,5438654,5,20160411102011,04
266064,5438654,3,20160304080917,03
646104,5438654,4,20151217110743,12
73910484,5438654,5,20150819112336,08
50891966,5438654,4,20150604080425,06
89327496,5438654,4,20150528151351,05
19055882,5438654,4,20140903132728,09
277422,5438654,4,20140614150733,06
41039044,5438654,5,20140612230136,06
16005983,5438654,5,20140507113036,05
42194661,5438654,5,20140502235951,05
44346443,5438654,5,20140410101438,04
60108329,882154,1,20160503145556,05
92998014,882154,2,20160427103422,04
247109,882154,5,20160421103645,04
31742939,882154,5,20160420144722,04
82451346,882154,4,20160414211600,04
70992406,882154,5,20160404141416,04
266064,882154,3,20160322140920,03
50891966,882154,4,20160319181350,03
70035012,882154,4,20160310111832,03
92934694,882154,4,20160310093652,03
68938784,882154,3,20160217231325,02
17236981,882154,4,20160216151229,02
51719256,882154,5,20150630105855,06
41011267,882154,5,20151219224749,12
59758796,882154,3,20151127000825,11
19184685,5429548,5,20140518105741,05
16005983,5429548,5,20140507113026,05
39162470,5429548,4,20131204133719,12
61596267,5429548,3,20131201234004,12
39898072,5429548,2,20131129145039,11
30740216,5429548,4,20131128233500,11
17483146,5429548,5,20131112150543,11
79740933,5429548,4,20131019153041,10
19673110,5429548,3,20131018221658,10
61606777,5429548,2,20131017155646,10
19513229,5429548,4,20131015213654,10
180497,7900619,4,20151117095820,11
70099074,7900619,5,20151030073807,10
49913469,7900619,3,20151028160314,10
17534632,7900619,3,20151026171137,10
66507763,7900619,4,20151020172825,10
646104,7900619,5,20151016202006,10
60668533,7900619,4,20151016192309,10
48696480,7900619,3,20151001123242,10
38057506,7900619,5,20150930124324,09
74667840,7900619,4,20150925150104,09
85737125,7900619,3,20150921162704,09
52565054,7900619,5,20150917104534,09
19203253,7900619,5,20150910133712,09
69938340,7900619,4,20150910132617,09
34776074,7900619,5,20150910104702,09
93201491,882154,3,20170908200111,09
32220572,882154,4,20170916111424,09
93814475,882154,3,20170904234704,09
47918577,882154,3,20170818094210,08
75780321,882154,3,20170621193921,06
69873476,882154,4,20170301134545,03
38366609,882154,3,20170130223351,01
82774539,882154,4,20161109181627,11
19702329,882154,3,20160815114301,08
65324505,882154,4,20160807131048,08
50874310,882154,3,20160729163618,07
53271190,882154,1,20160728005223,07
93044542,882154,5,20160616162704,06
93102250,882154,3,20160517111041,05
82478566,882154,3,20160504083338,05
113215,5429548,4,20170510104144,05
58113986,5429548,4,20161103154313,11
19199774,5429548,4,20170703113522,07
717952,5429548,4,20170421234334,04
50572648,5429548,4,20170207110512,02
33824188,5429548,5,20170104151245,01
92341786,5429548,3,20161217063558,12
30423168,5429548,5,20160920112206,09
17611824,5429548,3,20160216155143,02
17336604,5429548,5,20150916070905,09
79983930,5429548,5,20150913124018,09
587403,5429548,5,20140816185251,08
17371764,5429548,4,20140614141734,06
41039044,5429548,5,20140612231604,06
19205406,5429548,4,20140522161340,05
91659947,7900619,3,20160101184618,01
57197974,7900619,4,20151118103114,11
51719256,7900619,5,20150630104540,06
93027865,7900619,1,20151230112422,12
92905541,7900619,3,20151218163303,12
899293,7900619,5,20151218075620,12
63128166,7900619,5,20151215201303,12
819105,7900619,3,20151215143715,12
10223480,7900619,3,20151215072510,12
17473712,7900619,3,20151212143343,12
91610079,7900619,3,20151209090042,12
51638113,7900619,4,20151206182707,12
46935126,7900619,5,20151204092327,12
59293123,7900619,4,20151203120010,12
34791560,7900619,2,20151120131740,11
50572648,5438625,5,20170207110754,02
347646,5438625,4,20160619111707,06
46924640,5438625,4,20160506090100,05
92724225,5438625,3,20151205013614,12
37950446,5438625,2,20151023191826,10
17179679,5438625,4,20151012091443,10
83644659,5439268,3,20131201180521,12
30165155,5439268,4,20131129115113,11
549940,5439268,5,20131125160435,11
19313695,5439268,4,20131120081007,11
66885918,5439268,5,20131114190805,11
51811822,5439268,4,20131108170345,11
77394413,5439268,4,20131103004834,11
19887561,5439268,4,20131022162741,10
263128,19235,4,20120220063716,02
184801,19235,5,20110815023702,08
138222,19235,5,20110506122305,05
61186573,5439268,3,20140822150647,08
430511,5439268,4,20140822150019,08
19043671,5439268,3,20140822144936,08
33164956,5439268,5,20140822135129,08
77877568,5439268,4,20140822113443,08
17450462,5439268,1,20140821164431,08
50473920,5439268,3,20140805184618,08
17489153,5439268,5,20140616225504,06
39369818,5439268,5,20140510154856,05
73750140,5439268,5,20140504090255,05
82478566,5439268,2,20140421014738,04
19553083,5439268,5,20140312202016,03
4132787,5439268,3,20140219111630,02
77607750,5439268,5,20140213100707,02
44284508,5439268,5,20131205001407,12
17117666,19235,5,20140626124848,06
54581667,19235,4,20140623144936,06
33321359,19235,3,20140620095002,06
17734056,19235,4,20140616173829,06
43469532,19235,3,20140611143624,06
855165,19235,5,20140521094903,05
17700340,19235,5,20140511163846,05
62081102,19235,5,20140429203321,04
17487179,19235,2,20131222100354,12
5396404,19235,3,20131215123321,12
51360296,19235,1,20131211190531,12
5011619,19235,4,20131203094524,12
5104825,19235,4,20130507132241,05
5018311,19235,3,20130507124756,05
5235991,19235,4,20130506152004,05
74267586,7900619,4,20170114132507,01
88415220,7900619,4,20170911170600,09
93953659,7900619,5,20161215105239,12
93793362,7900619,4,20161206163853,12
91672464,7900619,3,20161123155533,11
87705614,7900619,5,20161107144808,11
19398796,7900619,4,20160818151623,08
75300853,7900619,4,20160803202106,08
93044542,7900619,5,20160616163531,06
68706316,7900619,5,20160504194705,05
82223415,7900619,5,20160420214031,04
45031855,7900619,3,20160413203712,04
92608181,7900619,3,20160410085220,04
48512606,7900619,4,20160406110526,04
74284578,7900619,4,20160130205246,01
71196672,8081626,5,20151103153152,11
17602333,8081626,5,20151027182345,10
67326084,8081626,5,20151019085054,10
79558682,8081626,5,20151016163326,10
81286324,8081626,3,20151010150412,10
58807649,8081626,4,20150829001728,08
35848564,8081626,3,20150825121757,08
72217296,8081626,3,20150816114701,08
30022167,8081626,4,20150806160230,08
51895487,8081626,3,20150726214741,07
34371327,8081626,5,20150306163236,03
47303066,8081626,4,20150303163931,03
19024978,8081626,5,20140926173538,09
17487179,8081626,5,20140926172425,09
63160311,19235,4,20141023081248,10
73147196,19235,4,20140924154727,09
88590900,19235,5,20140918141024,09
725345,19235,4,20140906000512,09
54996189,19235,5,20140902170409,09
62935680,19235,4,20140813110331,08
5436776,19235,4,20140813100101,08
57625683,19235,3,20140812153236,08
5319306,19235,4,20140812151957,08
84618389,19235,4,20140812145918,08
38894210,19235,3,20140812132003,08
19354600,19235,3,20140804212454,08
19484799,19235,5,20140729163343,07
554407,19235,4,20140715125358,07
60794278,19235,3,20140711162027,07
78065230,5439268,3,20170820105257,08
35310619,5439268,4,20160923165837,09
57941387,5439268,3,20160611113853,06
72614919,5439268,2,20160229095553,02
92857356,5439268,4,20160117203814,01
5521536,5439268,5,20151204021505,12
52188446,5439268,3,20151230124921,12
91640367,5439268,4,20151227195458,12
92866242,5439268,4,20151223204909,12
91617963,5439268,3,20151214112314,12
36759789,5439268,5,20150616102420,06
82858214,5439268,5,20150219221759,02
72221225,5439268,4,20150219214323,02
73452121,5439268,5,20141218110352,12
36896032,5439268,1,20141129075120,11
50221968,5437590,3,20131114164413,11
84645381,5437590,4,20131114120250,11
17483146,5437590,4,20131114113102,11
19954482,5437590,5,20131023115909,10
19887561,5437590,3,20131022155328,10
19203346,5437590,3,20131022105509,10
17435619,5437590,5,20131019072320,10
36446496,5437590,3,20131018014358,10
329685,5437590,1,20131016112227,10
10745549,5437590,3,20131016093005,10
19930977,5437590,1,20131014223258,10
582685,5437590,3,20131014204648,10
85189939,5437590,5,20131014192320,10
38217665,5437590,3,20130830145736,08
90330248,8081626,5,20160515235012,05
90115472,8081626,4,20160515171614,05
247109,8081626,5,20160515152101,05
326816,8081626,3,20160417194001,04
30448327,8081626,4,20160408233134,04
83734680,8081626,5,20160407090129,04
73378937,8081626,2,20160331002856,03
69281636,8081626,5,20160308001402,03
304901,8081626,5,20160208184230,02
64854124,8081626,3,20160131203258,01
667293,8081626,4,20160119201814,01
48746161,8081626,5,20151227003355,12
90115323,8081626,5,20151218225529,12
92516709,8081626,5,20151130154327,11
91557173,8081626,3,20151106070344,11
55190121,6583842,3,20170814163452,08
86917917,6583842,3,20160226123610,02
45279243,6583842,5,20151130195948,11
75543612,6583842,4,20151011150717,10
36759789,6583842,5,20150616102137,06
32773399,6583842,5,20150613141619,06
42485995,6583842,3,20150112152924,01
53451055,6583842,4,20141227190732,12
71318879,6583842,4,20141118100712,11
19840658,6583842,5,20141028100032,10
72045660,19235,4,20150830122645,08
67296102,19235,4,20150824153926,08
5188202,19235,3,20150812140741,08
69493799,19235,4,20150812130555,08
30670797,19235,3,20150809184607,08
41608243,19235,2,20150809065205,08
1105321,19235,4,20150807201314,08
33936233,19235,3,20150804181951,08
56493803,19235,3,20150729112011,07
36759789,19235,5,20150616102405,06
90509052,19235,4,20150614130527,06
17587617,19235,5,20150507181421,05
69613663,19235,3,20150111113708,01
85900786,19235,3,20141028091401,10
62639641,19235,4,20141026073251,10
752740,5437590,3,20131129172209,11
17498772,5437590,5,20131129104301,11
10255078,5437590,4,20131128095705,11
10255078,5437590,3,20131128094053,11
17179679,5437590,3,20131128081849,11
89990577,5437590,3,20131128001827,11
857497,5437590,5,20131127220819,11
4026283,5437590,1,20131126181526,11
555330,5437590,5,20131126125420,11
77592989,5437590,5,20131126084152,11
770147,5437590,4,20131125170801,11
57209437,5437590,5,20131123213929,11
19191398,5437590,3,20131123151229,11
46221031,5437590,4,20131121222845,11
64970686,5437590,1,20131120134350,11
94082370,8081626,4,20170904104808,09
61814499,8081626,4,20170818151815,08
38075698,8081626,3,20170703160245,07
1383397363,8081626,3,20170609100922,06
76083947,8081626,4,20170607135729,06
53407135,8081626,4,20170527222414,05
69873476,8081626,4,20170301134712,03
57727670,8081626,4,20161229094714,12
93793362,8081626,3,20161215134557,12
82774539,8081626,4,20161109181508,11
13081795,8081626,4,20160804202303,08
54963106,8081626,5,20160719235620,07
56933918,8081626,4,20160622225610,06
41011267,8081626,4,20160516021007,05
82451346,8081626,5,20160516011411,05
17450462,934421,3,20140625050841,06
19116177,934421,4,20140621230502,06
72217296,934421,4,20140620093743,06
39440870,934421,4,20140613101605,06
19867468,934421,4,20140611111230,06
73680187,934421,5,20140518112259,05
75499583,934421,5,20140403115208,04
48312755,934421,5,20140214103010,02
79840162,934421,4,20131114182532,11
65304920,934421,5,20131016083732,10
19143224,934421,5,20140614201601,06
10647032,19235,3,20170819094526,08
45867656,19235,5,20170716092349,07
60622216,19235,5,20170205192838,02
32307882,19235,3,20161206141823,12
59836378,19235,2,20161003061303,10
93509079,19235,2,20160628000023,06
93173876,19235,5,20160604131604,06
71254272,19235,3,20160501184046,05
53294015,19235,3,20160217112956,02
93131840,19235,5,20160105143019,01
90325736,19235,4,20151209232402,12
84160659,19235,3,20151102211353,11
53616213,19235,5,20151025090158,10
46722755,19235,4,20151015183020,10
43974402,19235,5,20150916161859,09
39813882,6329909,5,20141029230826,10
19050453,6329909,3,20140909143103,09
67893573,6329909,5,20140826164123,08
19575473,6329909,5,20140802234457,08
396583,6329909,4,20140703135126,07
855165,6329909,4,20140516153155,05
19191398,6329909,5,20131213093314,12
435256,6329909,4,20131205163520,12
438791,6329909,4,20131116091213,11
72186862,6329909,5,20131109193357,11
695914,6329909,5,20131108124401,11
1053116,6329909,5,20131024115052,10
152668,6329909,1,20130913081742,09
49623999,5437590,4,20140224165010,02
76413826,5437590,5,20140209225751,02
71781062,5437590,4,20140205234821,02
64397620,5437590,3,20140202211127,02
888517,5437590,3,20140202120508,02
17624647,5437590,4,20140123155931,01
369050,5437590,2,20140102112040,01
82478566,5437590,4,20131228235335,12
194819,5437590,5,20131226184334,12
10182328,5437590,5,20131220232039,12
44463221,5437590,5,20131217193347,12
17304310,5437590,2,20131212161153,12
50740165,5437590,3,20131207124239,12
46935126,5437590,3,20131203144711,12
44284508,5437590,4,20131201003033,12
957684,934421,3,20150918175228,09
46300995,934421,3,20150823125805,08
30839388,934421,5,20150819174956,08
5133714,934421,3,20150806133800,08
5627400,934421,5,20150623151844,06
17465675,934421,4,20150617225620,06
76279411,934421,4,20150610121926,06
35955494,934421,4,20141031133401,10
85840874,934421,5,20141008092657,10
81928271,934421,3,20140928014004,09
64490794,934421,4,20140906202545,09
50473920,934421,3,20140902203839,09
17450462,934421,3,20140725175610,07
84139345,934421,4,20140714115551,07
17450462,934421,3,20140625052231,06
66791356,5437590,5,20140518103635,05
61949464,5437590,3,20140505184018,05
31979453,5437590,4,20140504181225,05
13001179,5437590,4,20140426144709,04
46259312,5437590,3,20140425104831,04
17307548,5437590,5,20140424145429,04
56113394,5437590,3,20140420164818,04
17761196,5437590,4,20140411155613,04
83638683,5437590,3,20140404004818,04
75445904,5437590,5,20140402091220,04
33615023,5437590,3,20140318232037,03
13022435,5437590,3,20140311130807,03
5451212,5437590,3,20140305203235,03
19678204,5437590,4,20140225123709,02
863057,5437590,5,20140224214044,02
57623748,6329909,3,20150803101945,08
13083871,6329909,5,20150725175744,07
5409365,6329909,4,20150610100325,06
83375004,6329909,5,20150518120125,05
10263957,6329909,5,20150513230422,05
53858973,6329909,5,20150425083710,04
10144921,6329909,4,20150420102212,04
43974402,6329909,5,20150112094040,01
17256151,6329909,5,20150109100323,01
364868,6329909,5,20150106211324,01
5331641,6329909,3,20150104143958,01
10403306,6329909,3,20141128082335,11
362882,6329909,4,20141111233001,11
39676408,6329909,3,20141107090043,11
59495230,6329909,4,20141031231320,10
45988607,6565751,5,20140723230125,07
19143224,6565751,5,20140709132214,07
50473920,6565751,4,20140706203550,07
17450462,6565751,4,20140627045759,06
75675768,6329909,5,20151105142501,11
67326084,6329909,5,20151029113549,10
288045,6329909,4,20151015071841,10
445643,6329909,5,20151014134431,10
19774954,6329909,5,20151008105339,10
247109,6329909,4,20150910215044,09
64759123,6329909,5,20150830200434,08
39939208,6329909,2,20150826135645,08
76067298,6329909,5,20150825215432,08
928452,6329909,3,20150820071841,08
67296102,6329909,4,20150816152615,08
79983930,6329909,5,20150812122648,08
64872970,6329909,4,20150810152644,08
48073258,6329909,3,20150807094220,08
331928,6329909,5,20150803212436,08
57610980,5437590,5,20140702000402,07
53589730,5437590,4,20140628001550,06
19818392,5437590,5,20140626235110,06
19753122,5437590,4,20140620204728,06
54461838,5437590,5,20140620144143,06
30171593,5437590,4,20140609180914,06
31987081,5437590,4,20140530153910,05
43365288,5437590,4,20140530142222,05
38621678,5437590,4,20140530104808,05
77733159,5437590,5,20140529213649,05
19402731,5437590,4,20140529123433,05
17416628,5437590,4,20140528124529,05
10403306,5437590,3,20140526000921,05
813333,5437590,4,20140524110648,05
19183481,5437590,4,20140523164639,05
48959457,934421,4,20170710182633,07
93814475,934421,4,20170902152752,09
64228778,934421,1,20170419211518,04
71096972,934421,4,20160613142314,06
53299119,934421,3,20160528184014,05
50891966,934421,4,20160425110143,04
38896164,934421,4,20160315095655,03
40923820,934421,5,20160312233549,03
42505178,934421,3,20160303132724,03
67887779,934421,5,20160216112234,02
92772100,934421,5,20160209220213,02
93011286,934421,5,20151229092324,12
92702755,934421,5,20151203170203,12
64369851,934421,5,20151129150902,11
82738873,934421,5,20151011202036,10
19693512,5426819,4,20131026022128,10
80217242,5426819,3,20131024172013,10
78040533,5426819,5,20131023102702,10
86331581,5426819,3,20131022204742,10
19887561,5426819,3,20131022161903,10
78558098,5426819,4,20131019220641,10
48242209,5426819,4,20131018084731,10
5126965,5426819,5,20131017230501,10
10250017,5426819,3,20131017163913,10
85866277,5426819,4,20131014212652,10
17289241,5426819,4,20140705033726,07
19633867,5437590,3,20141211095800,12
50114278,5437590,3,20141208201606,12
32773399,5437590,5,20141207083523,12
54654848,5437590,3,20141203201628,12
35784589,5437590,5,20141126085243,11
31175516,5437590,3,20141118144831,11
70538266,5437590,3,20141015122821,10
78458718,5437590,3,20141014082629,10
89153611,5437590,5,20141005160152,10
17465042,5437590,4,20141004203331,10
81697281,5437590,5,20140922220808,09
75023873,5437590,4,20140922174154,09
84031730,5437590,5,20140919192619,09
60471924,5437590,4,20140905230152,09
75372645,5437590,2,20140903134031,09
90435850,6329909,2,20160416230839,04
69499921,6329909,5,20160319190751,03
49668080,6329909,5,20160317093833,03
62525698,6329909,4,20160309075034,03
17318314,6329909,4,20160307072810,03
91677487,6329909,4,20160306153948,03
266064,6329909,3,20160305001142,03
936017,6329909,5,20160227214052,02
42208172,6329909,3,20150706194518,07
899293,6329909,5,20151210080512,12
45279243,6329909,5,20151207121229,12
56244125,6329909,5,20151127091132,11
90325669,6329909,5,20151110234758,11
49772906,6329909,4,20151108231623,11
63385304,6329909,5,20151108123952,11
5074437,5426819,5,20131202185239,12
11076005,5426819,5,20131202124848,12
17685684,5426819,4,20131130154850,11
57086068,5426819,5,20131129220632,11
17304310,5426819,5,20131128212130,11
75883295,5426819,5,20131128094926,11
36934626,5426819,5,20131126165003,11
77592989,5426819,5,20131126084217,11
57209437,5426819,5,20131123214312,11
87948480,5426819,5,20131119102249,11
17629219,5426819,3,20131117094732,11
19188369,5426819,5,20131115145301,11
84558940,5426819,5,20131114165801,11
561445,5426819,5,20131113213902,11
17483146,5426819,5,20131113132602,11
73814274,5437590,3,20150404173543,04
89411638,5437590,2,20150306134459,03
19595899,5437590,2,20150306113657,03
78591106,5437590,3,20150303175600,03
67046876,5437590,4,20150302221104,03
57784614,5437590,4,20150223170601,02
73586592,5437590,4,20150216010834,02
5259748,5437590,4,20150211210912,02
71278621,5437590,4,20150202185025,02
19182518,5437590,3,20150126113617,01
45370173,5437590,5,20150119074422,01
89839456,5437590,5,20150105213508,01
82550856,5437590,4,20141229093559,12
83791113,5437590,4,20141219163857,12
70497472,5437590,5,20141214180007,12
17416628,5426819,4,20140528124433,05
5364856,5426819,4,20140403151858,04
80665298,5426819,5,20140313163951,03
13022435,5426819,4,20140311130810,03
86302502,5426819,5,20140228171158,02
60129292,5426819,4,20140224215412,02
49623999,5426819,3,20140224165013,02
17108091,5426819,5,20140223204520,02
1021085,5426819,3,20140217201640,02
19329165,5426819,4,20140209125317,02
80305219,5426819,5,20131222154229,12
19121306,5426819,3,20131218213607,12
19229430,5426819,4,20131218141726,12
1088954,5426819,2,20131210132944,12
521944,5426819,4,20131203165004,12
94204385,6329909,2,20170911125729,09
93814475,6329909,3,20170830012726,08
42657297,6329909,2,20170828080849,08
38274473,6329909,4,20170620131527,06
93997696,6329909,1,20170612220440,06
62433435,6329909,4,20170221153635,02
291598,6329909,5,20161009124951,10
46503194,6329909,5,20160929142249,09
88436311,6329909,5,20160919004415,09
64329250,6329909,5,20160907135024,09
879532,6329909,3,20160809091827,08
65581778,6329909,4,20160805180421,08
46856126,6329909,5,20160704204020,07
93212900,6329909,3,20160622163552,06
34532944,6329909,5,20160420084312,04
725345,5428131,4,20131015073442,10
41394911,7061730,5,20140613215324,06
60909479,7061730,4,20140612004132,06
5052935,7061730,4,20140610150830,06
657089,7061730,4,20140609223059,06
87364176,7061730,5,20140521115459,05
75499583,7061730,5,20140403115201,04
54777317,7061730,5,20140318165009,03
1083996,5437590,5,20150730113707,07
87184719,5437590,4,20150727145614,07
82989627,5437590,5,20150720103658,07
53094924,5437590,5,20150714174252,07
60228652,5437590,1,20150713122016,07
90534100,5437590,4,20150711001114,07
63230248,5437590,4,20150615192524,06
55263895,5437590,3,20150525223345,05
81982886,5437590,4,20150525103812,05
17631099,5437590,3,20150524102456,05
333280,5437590,4,20150512124657,05
87475184,5437590,2,20150503012130,05
58787959,5437590,4,20150423212046,04
58813115,5437590,3,20150420184513,04
64729003,5437590,3,20150407105523,04
19060067,5426819,4,20150121223513,01
19633867,5426819,4,20141211095905,12
46221031,5426819,4,20141206152329,12
73636761,5426819,5,20141115125219,11
37979916,5426819,5,20141104151846,11
64154980,5426819,4,20141015190105,10
43046547,5426819,4,20141006001022,10
30332536,5426819,5,20140905213305,09
85286646,5426819,4,20140820164425,08
10322597,5426819,4,20140820150959,08
17279040,5426819,4,20140820104751,08
19642384,5426819,4,20140716224918,07
19673110,5426819,3,20140624090823,06
48799268,5426819,4,20140530152545,05
17311602,5426819,4,20140529120540,05
54854113,7061730,5,20140820171307,08
